address,balance,
bcna1u2lv0sp6fdadj7sd7pzxkpeu2a9vx4shr4pl5c,9245180000,
bcna1qhsqyt7jupj5q964mv4uh2zhkk0fcv90l5mfrn,9211984924,
bcna1nl040e967vw3dnfzakmvlusxzfsu2phx83jet3,9183360695,
bcna1wpdrvn7dew5etz9wrk0aqa0pkkul4uq858qk6q,9087588332,
bcna120ksjezfd5gtjmaaek5l5ehzghuhukst33sy90,9046193542,
bcna16pj06sf364zh0nel0jgyasp35ay3mt6xhp028w,9000000000,
bcna1m0hylch202eppuvxfpmje8geax630csftrcg6u,8971653756,
bcna1tpktlwr595rrn5nfxagw05sju0aud07yddxnwh,8917534488,
bcna1nw9zggjxhe9geanrean0szrrydg5vqax0xxs7d,8797672375,
bcna132gt7ctyyustu05zh3822r76ns9zhxayxp549x,8667000000,
bcna13hsxpajnjq9246cvkvh0whux2m9zp9hnmf75pd,8327000000,
bcna19rtkqjfwtyuxddl99dccr06w2njf7tlff2q90d,8250000000,
bcna180rgr53pf2j8y6fvsndhek7zwqrjctsehqnq5t,8194000000,
bcna1z2up860xcjdjvksldhteudfdtw4795tpk2au2f,8180362524,
bcna13tvgzdxjw30urqpxcum2t5k90x0x5ds0klgvwd,8148643911,
bcna134ea3yazv5rfr7ydtdq5czxw0sl4aa2umgtl6f,8120174153,
bcna1a0pynl6n2rwc2wnentagelrpgjrhate8pzd54z,8100000000,
bcna1aal3vrquy5zssendk9lelmtyttjrx78jusam39,8090000000,
bcna1yyps9aer7ldm8tjayft68q8ay5l4nch0hqc47r,8005988305,
bcna1sq0h2h5wxphml9v6mlze2gf840745cc784yx34,8000000000,
bcna1nvpgw27cn6xpj90xqmwgpdpluj0hyy9x09yvrm,7979753769,
bcna18643ykag38wkamz8h0k4p4c6htcddwyycx5k5t,7900000000,
bcna1uj7xf8hzm2nxhqvwv3h7zhgypffr2kswee4u6w,7900000000,
bcna183rulc092rh685z9f8e6dp3jnxrvm42s04pe6p,7882579629,
bcna1325t0aa03853grqw4j5frsc9ffqejs38uew9jx,7750000000,
bcna1wnlwv9z0wcnev0akzh5xnfwd3s4eh4a834n7t5,7743550000,
bcna1c2premhegr3zz5rw3jt854qqgu42m6ya6c3445,7700000000,
bcna1y68pxfcd9esjekk68nc9qlhtemmrnc7mphq7pf,7696000000,
bcna1vk46me5ru7dyshmjplxsydn4uurl60znqqyzq2,7671000000,
bcna1vwrlxrxqc7gwm3a7nj73xgcsnk7krjrr8ykgtm,7641572888,
bcna1nw3y4je3uwxj0uv02lurhknyw2es0n0eqvq5a7,7634514674,
bcna1dtqvczsqtl6j95lhtnyc9hejn0zxg0fj3mwn8j,7560000000,
bcna1nlyurpgk5zcg6f6dcpdt2mq9khv27ajgvuh4ws,7494254252,
bcna19k903kzva56tjja7nhqqz48hecppgfel8nftqm,7482895298,
bcna1hmjwnv96eg30mc7vg2wes7eu2esnk9uj5nvczg,7476545181,
bcna1qegml9h8ysr0lss04v0vgjhdn4lav99suwqhuy,7449734475,
bcna1jd3vlccft4ahs879kjpym67dt32af3ucgwvahf,7442000000,
bcna1ynf94syf7ykuhvrj2k66nrfef69dda4zqdp7ac,7404079650,
bcna177t27fsph9rejywmdh4d9s8eqlmv86hdtutq3j,7398000000,
bcna1eqmf0ee2g79rjktkkhygl3s42f5a73jksaycfg,7358100000,
bcna13d83ghpq8swhe4gr5mv3eat3eu09j8ykh8w4ev,7250000000,
bcna1qefv3f0rve7gnawd6fv73eqc2qqk0v9g846c54,7238725051,
bcna1tqywev6xmvrnagfq57c0h5susdy3l789rumufz,7211000000,
bcna1tg70pqyt83vgtw5m50seq4mzr38ylu3ujphr9k,7199876800,
bcna1vlghzhqcu8l5vuv9c6tz7ekcy3lgfda4gfpy7z,7182935000,
bcna1j84sq0ucjnmgyjvp9ckjpuk4cjyj5s5n8fs6te,7122858583,
bcna1qgfellk89800l49lsgr0u5jeet85ux8sxwdmu0,7094625638,
bcna1l6wmcnkme82p8zztryautdp3xs09k2mfavrlr5,7081585707,
bcna1urgw0kfuqcl7s9kzt7dfl649m30l49jnxflpm9,7052334709,
bcna1c7xmkw9rpj3y0tfue2m9neqjcvwkfe27fepz9y,6987000000,
bcna1t5g3n7wa9nlut4p8yu00sartvfe7q0g0mlprre,6977708566,
bcna18h7yqshc9cc267ln0vh5y8nlxu7uxwj9xrmmrq,6964000000,
bcna1cezey0un9q4xqhep90waympdvkr8wtrgsz7zzs,6941385795,
bcna1pz5wde97sezjklgtrt8altd0zsaswggslm2qsd,6860109543,
bcna1az3q77nxevf49usggqh4h2f7wphc3vu3sfapv6,6850000001,
bcna1gcks0lwgw7x5p20yw23djd327gt8w0lpcvpng3,6756409230,
bcna1mtu00qlhd8elwmzfd7qrckxdl7utuajcaf6qep,6714665700,
bcna178dcdmhlsqx2nlku2gkjvnmnxkltzwqe9h03ll,6700000000,
bcna183nnun3xl7amzskn3apmnx7h6gwr427cxrqy8z,6674000000,
bcna1lydhkduypkme35w49nvkf43zerefp0y5978mwf,6579287709,
bcna1hpluqwu4m5p72728dzg5fat2x7dnuktgjm3uz5,6532663315,
bcna10lcueka7tzjfcx0xcenq5jq8345vspcrtqxgan,6506970041,
bcna1wpjtpuqde0825ghd5whjz4k9ehx9u60njxk7md,6485936883,
bcna136fkgw04rjlmvmn39aqqt8zmp33sfgr7n8lwgh,6289916583,
bcna168urdlhz0u7epctn88c6x4zzt9pevsdy3mvwxc,6270546244,
bcna1vvmnmjf4ql2745w2ewzwks5knlkpjnwumyq057,6174000000,
bcna1jfm8k6eu87x3yg3gwmc4y3x3xnq24u3j7pp7tv,6165060372,
bcna1qh9afqys355gvqg83gjm9u5pcts2xlehstgc69,6160283012,
bcna1vq70zps4qj5ejnfga99una3v9fu0v9f5hgtghe,6137780000,
bcna1sx8v0x9xmgppa9a0mwdhdvny7whqzs4u7xkug8,6116026988,
bcna1xjvhpmflhue38mc8j75gqj2h0fds9guxjjskuj,6109208383,
bcna1g9k73h485al7nflc9zxh0d2wjzjewu9wfddzty,6054075377,
bcna1jsj9hewhd8dvwfckmgf632r70ajaqkdv7ny7zn,6034709102,
bcna17x2ry75hddumjswr2gr7hwfle7hdtnedjvsr2w,6017213555,
bcna1s7r5g8m5n0e6yg994l76qye3n4svlst82aakzm,6009621251,
bcna15r675pn9wccz66w66p7aqj82w2etg6m7ml829z,5943881229,
bcna1lhjmc36svdmjkjas5sy9x9v2rdkde32w6ld6xy,5840000000,
bcna18dqd0dme5upc0ugd6fdt7p507sssm2mkdfmw4e,5826681673,
bcna1rhr0exl9rzel59xl7u799urp7fnyrw77antp99,5757620000,
bcna1tu5zhg6nevua8kultg98t8d52ftwd8zkk9vg89,5757430359,
bcna1zjwyd2v24pxvhgrrm5x574484w20czhsgtn89w,5746700000,
bcna1jvq75wt44xhex7qase88wjazunlqhx9rstkfw6,5690000000,
bcna14cr2qgegeckrrfz0ep2sjyyhrh8mud4v49ay87,5629610801,
bcna10xw9wgv39p644496gmfye29y8hvh4mwzw20rnr,5604308091,
bcna1lvjq04affzc4f2fw7uelppvnnr8qw226265pvr,5584924622,
bcna1jg6xh0ff9g82v3un94z8497sm4fknpn7stuhs6,5482000000,
bcna173d4f0c3jp453vp4h8ydsh7uxpsumzw2tdcexd,5443000000,
bcna1sl02fq5v6y87r5yzwu58h9v7f7p5qp6auq4zy4,5440872212,
bcna1fc54sp4v8s7tsqv05mj4j5cpeg28mu3yzhr4xs,5410000000,
bcna1vd3l3plh0q8y2234kg8zk02d8fg6jf87sms824,5374000000,
bcna1vd3l3plh0q8y2234kg8zk02d8fg6jf87sms824,5374000000,
bcna1vd3l3plh0q8y2234kg8zk02d8fg6jf87sms824,5374000000,
bcna1y523x4zpsftxlhwwd2gxkh00yxrvm0e22cfncf,5364000000,
bcna1y523x4zpsftxlhwwd2gxkh00yxrvm0e22cfncf,5364000000,
bcna154s3rjvv7nfrnvmk45f9ulgvn4mn3zl95k8yys,5356390663,
bcna1sc9h4dlftwqv82utj52xfgrv0xevuwng8amlrs,5340531725,
bcna1ns602u5jqy20jd6sye06xcefyeyg0zzs3x7sq2,5290000000,
bcna1v4rt92gdg6a29eauddpwuzffdj76keexg72a8u,5263782316,
bcna1nwkvkm2rwfm9wve2cl3h8gvs7cvcfhj2fnr9wu,5231900000,
bcna1nwkvkm2rwfm9wve2cl3h8gvs7cvcfhj2fnr9wu,5231900000,
bcna1gqt8as8s6fxcqgz5c0n2yge2p68encaq8z74uu,5222479182,
bcna15utd96jrnv5hvg83fdu2jvg7pxulg7zmtlsnuj,5200000000,
bcna1xuwl7x8htyl26t7pe3l0x6auj3j9jwd2cxau9h,5199000001,
bcna1th0gzvh86eg48smlknqquj8ss2vs9udylvq8e0,5160000000,
bcna1dcf3pnc6tm8qyuj8cg4dfyy8jcl8pz8z7dm2w6,5129000000,
bcna1gzpq6fs7eujkl8p5ez2cmu0g2wk0xzy07p3z36,5098944340,
bcna1dd7gta8msxsk4cjw7q4xtvz46kjj87f5sn70vv,5056000000,
bcna14tyu7dz68n6f3fkqne89y75ejyrlc6syq0ytfg,5000000000,
bcna1efsj9hrsuhcu6lmamm544n7syfn58kd64xj7g4,5000000000,
bcna1f90nyyptfajz58m9sa9dygwajwuxkv83csyhdq,4999000000,
bcna1kks2hk5f2efx2mc6r004q3a0a8t9zxkuwux40p,4780000000,
bcna1s43h79qx6j85whr2p6060wvxjuyq9yqdytq9hx,4776198787,
bcna17xtj4mpraameexa54js7r3x4jgskmdnvk5gdns,4748000000,
bcna1xml2jqauh2murxxrl8yy69q6jkkhza4hyhxnuk,4703900000,
bcna18zy4edzkveayugn2tl8yc7pm364ma8qced7c9u,4690000000,
bcna1sdj5ye5jh5f4ac2pneynefvl02xqsq3dcple4h,4648100000,
bcna12hj7fugdjdqf859dq8l4hk2c849ly59rdvhq6z,4558000000,
bcna1hthtrrzszys27kc35uk6eyjgg459wh2q4h40j7,4538030236,
bcna1hthtrrzszys27kc35uk6eyjgg459wh2q4h40j7,4538030236,
bcna1v0x2p6cjw6kkqedy6a00f8efy9d7wrg8tzxc8g,4530000000,
bcna1g5p2rds3xesm7n6uvxxjughuw7ezt76ukncjan,4528000000,
bcna1t9dzvkp3qdyszk3s74s4qtugvhl4gpf08s3hec,4490000000,
bcna12wyh5wdaq7ej0tz5v8nkkgauz8cvlcdf4vgsyx,4486147142,
bcna1u8l2rc43nq04w6lvf3t3sprhmpfheltr982kv0,4484422836,
bcna1sw5ve7yejnyfd8h64peje4v0adj3fdpx0z5kp8,4479366616,
bcna1g05ap7k8n5m7qer7slkl5hvazwafh92tc9u26g,4469000000,
bcna1c5cd25l2ujusap22umvy2sk6s4nd9gvydyxq7t,4466000000,
bcna1vz4exghdl5yzu0tllzharry9nr9r08ytahhdsw,4460000000,
bcna1nsy2288sz4qvwxph78z9pvldtzl60u8jfj00v0,4455650000,
bcna13306hrp8e9y9z8lv5h2eccupffj8kw95999mm2,4450707863,
bcna1flswm9qxz09cljf2axw9a0zh7kkj544vcvgghn,4420000000,
bcna15mt7hk9x5lx3upq6r0uupp9ul8l8z5sp5gr73y,4414974990,
bcna10nt8tmdrggrx9sypqqdpqq9ndg6eezs57lhay5,4405000000,
bcna1a5vvgud04ettdd3tddkhpjke97x6lcj8wsgvk8,4402000000,
bcna1pyccy8msrhy7epfrs06s56xja37hwnwn737dyc,4335500000,
bcna13cxl8wnl2xq6a3r4dmcmxp3cre2xnlkqk3a36r,4325400000,
bcna1sw2px8wnx5pjmc2w7km67ww792usqgr6747ycs,4267288514,
bcna1qayxegnwgw2emhcg73z8efwnaw4a4s6jvanven,4220000000,
bcna1eycepzxnem2ud2cem38r7tlhgpmx3vsm6plwxm,4215929648,
bcna1rf3yzg6yd2jpzl4z22xmudjgh778tvnh22ysnr,4208600000,
bcna19tyve4e8nf0twd8z02a2eatrls7tuecykyc0ln,4207169065,
bcna1w5j5mae8j448hz5976s3j88gk37dy63mxuvct4,4200000000,
bcna16jspwv4sj830q9tcvnt567fd2z8yddhlud76h8,4135674000,
bcna19t5vjq8jlp5uy3jp4eu2nwms6u5yv7gnvy0d0k,4128743375,
bcna19t5vjq8jlp5uy3jp4eu2nwms6u5yv7gnvy0d0k,4128743375,
bcna1u35t65aendk7kuw6c20shwpc60mlyslr4x6mlg,4119000000,
bcna18a6esnwvnsuf0dvyapnct03tz0ssnvr9qxc9ua,4115000000,
bcna1ap37pmfrr4z8gn4ul6et0znc8nmxnc6nmtxwjj,4111480000,
bcna1ah8d0kqfc6vxpdwww57juv7q83u82pkdz8ffft,4089000000,
bcna1ssu65vdunum4q7stec34ff3ftkwg34zt4wfwqs,4084000000,
bcna1wg2ph5a9t6lg2f5w4y57zp4yvcessjrusmtlyl,4049000000,
bcna1xk4mv2jkpke9jlqzjy9c4f60sv4emzkqfqztj6,4019000000,
bcna19erghkjxcs3rjf4gzma2mve5nmsuxq766jet8n,4016065327,
bcna1w24pwgw9ewjhuux4nlxz0vsft2vrdg9d2k458t,4000000000,
bcna149ztvnjhr2j70w9gqx7smz52e0r9efld8805za,4000000000,
bcna1k7p7wea9vqv22cngpmj23d4dstyy9vjppj698l,4000000000,
bcna16e4cgk7urewct49j5apxam78d6ax93jrermw0p,3956996072,
bcna183gjgyuw9lq7dwjnhdxw9mgchrysqee0zu6x2f,3948816477,
bcna15kzyw7at85juqlfc04pxfd02tj8y3aagtgnynx,3913818357,
bcna1f3kvf97m2jz385uwlmm8jss3g2uljq8ktn7546,3869732696,
bcna19xycpjax9psp0jg0c26naznc7pf8rdenmmwtcf,3859080695,
bcna1gca7xukpr7twa0dufw4q4vuqt4g26lxdfw66c8,3857000000,
bcna1haddpwv8l8rs2vvh5pz4f9hlnad9gy6erdxmdq,3844000000,
bcna1rh63yqvmlt4x2k4ramjfhghv73d8w5qaxzch9y,3836577682,
bcna1hzdp3kcgxz62tc9na39l3tj7h9gyzsf4kjdrwf,3831163385,
bcna15w4c9p3udj27kue306j4u5yyj7xgumgvt3p9fj,3817815237,
bcna1t03p5a953l6pu3eufp4vyq2s9plye76rh7l2cq,3811067089,
bcna1cuu8a0fnydh73g77hc8rcu50p63q39ll4zxhje,3806974874,
bcna1ln275wyeypycg344u4mt603gsxkfnn6edtn90f,3789005177,
bcna10qp4ecflf8t69kzzuh5drp8w7mr8qq7779xtjm,3779069632,
bcna1ltl77z0wt5lx53xfcgl8yaj8wahtnxexxzc7ne,3776911695,
bcna17s6ucafgwc9khrvgphemalcuxz2lv2uclma6kk,3767950488,
bcna1mng4qy625ljqf0ppuqjn4pdynqcfa0rv0xe95g,3766000000,
bcna15naknag0ac8p4hvd64g9ld47d2g6qz5v73vuet,3755890000,
bcna1xug46uep68c3g6nx5dt8m3jvxvfdenrkvzz3cy,3744300000,
bcna1gkv2uuyktfrawddv30wd02eypv7pt4g8msrwg9,3680000000,
bcna1ydl4d5e0fxjfr9dtquwn5zay02p7hmzm4xryfz,3670000000,
bcna1rtdysf3awe36adjlcjrupa64m4hnl260z5aqqr,3630373875,
bcna12c0yrkvnq7ujtsxtkvtpq3m9azeqzczx23ker7,3567199053,
bcna1ud2c6tkgd6q27mz30qzp9dagpexyt6nl645a4c,3548000000,
bcna1ysp6ls9cmlyflwgx285nawf0tvvvx95kgaj2tz,3518000000,
bcna1pd8565l43drs293ykaxyen0lknynu7sc6sw4rl,3451958699,
bcna1lfrg0sghfeyphzu8j6a6s66s4fnae2hya0slc8,3445000000,
bcna1n6xnxha9dy3wqrj5v850y7h6993tlnad2tjhs6,3444096211,
bcna1rxtnh4ga5jp5x9ujrvzr98cymnm52uc545a3gp,3440000000,
bcna1vk533psjdpn55j58qngn9txtdyen80f45h7zpz,3427135678,
bcna1mhjqfrq9xqq6eh2kjypggf9e7xzdkm9r8y94r5,3420000000,
bcna1z9w2st4ngj7py7pyz8y8c5lpuntgvl76al89f3,3413000000,
bcna1cay7jmgeqr7wuuyc2dtaul87096xct849e346f,3407778477,
bcna1a589352nyqpgjeu63r2ar5e7z3zxxtlqxgta6d,3391998438,
bcna14gwg2qaghttmmsm8a998kkv4sav0mke0apdjef,3390113020,
bcna1sr0lw3rnl4u3zz7hxrek0pp26hjhapece9a9vq,3378149388,
bcna1q5r883azzh0n7v377h6ehv87y7xm5ylde89g0u,3356651034,
bcna18zhhdrjd5qfvewnu5lkkgv6w7rtcmzh39ta38s,3333000000,
bcna1uaux0dl3gh40y9czng2eqn2d52uu8afv2ntmla,3310000000,
bcna1pzy5degclsfmr0k36cs7f0g7dxwkxqmws4g7lx,3300000000,
bcna1jkwaqxtlx80n22zj7nq53hmq0hjuhgjcwdga27,3288000000,
bcna1kakgtpqapczz9yu39q7z99crmrce9a9j0y3pve,3262000000,
bcna1ssxu74692czxrj2jreznfrsux8w9p84mtptqt2,3259875028,
bcna1wy4gtr5mt2ejrwpjyy3hg7efl3wlsrf9390zpp,3223677188,
bcna19c57m42ugzjhcdrd8qepql8ue2c97lhwpr3v20,3215400000,
bcna1uxy7ytyycnh4lxt7watkl0zekut70hlvc73eaf,3213036718,
bcna1qdlefv8sqnqa8t4kxpzuk6y67jznvrcuw7cg6j,3203486742,
bcna1j53a494z7jx2c03kpzmj9vdmwdz3lgxzvsc6dg,3200000000,
bcna18gaj9c7fy8j07x6yjf0gpjhd37dz8dus464tht,3194198192,
bcna17plszwvgf3m3r7z7must7nl8a9a90lw9t62nkt,3136892486,
bcna1kc8629tq7knyxakukvz4e7xpqzzfa6j8xveyw7,3126802050,
bcna1xx2xqk5elvf0ry56jppgwg8twma02ygxhr0dq0,3117286421,
bcna1sswhyhx38dm9zg8cwny40gers6wj4mrrlmdhf2,3101000000,
bcna1mlnak03uv77p8chr50aryqnyrxn8ht6eu49fls,3065647778,
bcna10y5kcw9ff8rna6re8lvzkflxrj6f0g3eq55pux,3037309073,
bcna1pyeuxdncatu4jx5juuune7ck8gnhdzjdtd4ucv,3025905132,
bcna1ldmkamxnpmu2jrku4xvc69mh63m0e4rn3tnuzu,3011599307,
bcna1lv73xg05zav7e0442c8lwnk8eqz9y54gnm6yp4,3011000000,
bcna1rkyyjjvxscqln982mrqsw6d5407s2e5ycmjqzt,3000000000,
bcna1fhpnamnyv9ef5xfmj0ftpxrym3l5k525360xss,3000000000,
bcna1k0hw6svdrs02efe8wxa9mfp247cxaddhnj08g4,2999000000,
bcna192s99ahncgl79axjvng4zupllcqy2rhypc407q,2994974813,
bcna15dz9pjxqgzfz80fvkxscjksvz7u6r07xvt5e2s,2990250304,
bcna17ndkmh7zdj2ka8kmrd7w9ztra028k9rv7p6qlx,2979296482,
bcna135hy27hm02qlklpqrc2ky66x3lr3lrze6jgw83,2976139150,
bcna1ff8j98rrzksn579vdt3kehyk6dsed877jsf6a3,2968000000,
bcna1zutsqx9779k6tascykf9t2xsdn6xs5ffc376c3,2961000000,
bcna1svfpddvanq0p4ejp0v9myxt5zrfy6mdyg72kxs,2952263935,
bcna1z8fqvwjqjlqxt3qaecdd42dnmzn7tg3p3dast6,2939491174,
bcna1w9fe863z9kaqmessfujrpusn794np65exj0yda,2898551109,
bcna13cvew8q968y3us83u7tksy8k2zq4ra86xm7mal,2869000000,
bcna1twvgsd4p5l8s4er0uvnduwkn43yxm7n9dk73ld,2835000000,
bcna1uy425zfgtk6t3tpfnt3h94j3rrydr7ugq36hlr,2796360952,
bcna14rmvehnt4usdpqc39ny7t8a0ezd3zlezysckzr,2773000000,
bcna1n78ktjv6cysm524z8ann5xvkjxlqfm7338rhqt,2758515842,
bcna1ze3w25z3q5q3calrw2mlmpxkhpqf249r2q72yu,2747000000,
bcna1uh3rkv9k929lc3quy7fvy00twxxrla7p5jve4z,2714305796,
bcna13vwzpmmada8aangxtjyfschf04fh7mfjcyx2e0,2710000000,
bcna17n9a7hf4tpr7x86dtsx0mwtfga0ftktt92pc8f,2705000000,
bcna1c8athpcv4k476ph7ydg8f8whvggt5ty7d4e8wh,2700000000,
bcna1ldj98v05lusvapypx7s45nf67w6yeh5q70vwgl,2697000000,
bcna1hh79nqcyexrgv9s6l96a884fjmlfy8zyy4v4k5,2692948848,
bcna1fzwrcucs7xww9eenssvrlrujvvnhvuu7ewhelc,2685000000,
bcna1mk2yasfjljrvrxrjwj5823xh6lctkjc93vdmm5,2652301971,
bcna1rdt06j4fj3xvwywrpm952jnuzcdkqc6fnz5g44,2639626784,
bcna1302djxkzje9zkt0ry88hm0zq6ndswmuu44d9je,2637429769,
bcna1efj6emzg9zp7gyxre055s3kdp8j595jwncfsmt,2632000000,
bcna1w6klyxywephpl6hty4ulk0u50dr5uct0re25t3,2628000000,
bcna1fghw3chlyavtdtlns22ysza77fwygtmrwnlfq0,2575000000,
bcna19x363lq67g6hxz4lvssyfmfa2nlcjup8ztjhwc,2570000000,
bcna19d4zs4axznuhzd2uhcezae78nm0pnpdcr9dlyx,2568366390,
bcna1aauu5av3kl4c0n49q5tglncg7g3ttr9vzffy7h,2564750000,
bcna1s6klu67znencydvlfyxmw8p3mfkesf9g6k5pdn,2557033396,
bcna1v4fmref6x3htlunhhz0qvt96h6xhpk0lxtgn2y,2530000000,
bcna1yzalqkeau85g07hlcuh709gv6ewxm8x409pgvm,2526470175,
bcna12qqaw380qcwejqxldk7fkqd8xffturym7ar30e,2506258517,
bcna1pms9ftyy8uh47qj2s8evwqnfg7sfqz9v2mak9j,2505000000,
bcna1ywmgsm0unsr5zyfw0vv0usllh6x524mseqftz3,2500000000,
bcna1rc0mwjslk2c683nh00xtu57qp7g74kd5dkc4ax,2490000000,
bcna1593yhrjwvhcv3vlvars3playrhfhr69x90h0sr,2480432720,
bcna1593yhrjwvhcv3vlvars3playrhfhr69x90h0sr,2480432720,
bcna1tshwngxafaaetznslcppa8exqc0zhfr47dc4ku,2474000000,
bcna14sk9607pdfjufnnz8c3l7te0rp8jtk8upyagxx,2462374971,
bcna152skk2gud8nqyxulc7crglpg7jvkkq6jj2r72d,2450000000,
bcna1lnq7cm9rtr7h89fcra88cvnszk4p2m9d37g5kf,2450000000,
bcna1ejcw9zzmcppzcuahawtpddkuul9cngcxzzcwaz,2424311000,
bcna1pvusxhd6qfp06snafv6nw9j8c3y4wnc9dlacfm,2420000000,
bcna1sq283f5cynww69axxnc7efl8yglt59frwcxrkf,2400940878,
bcna1guup3fduvm3mm6rpj7h5fhwjmsyert62tn9x8e,2368754857,
bcna1py73vlysaswwpdmkzmlrtpwlfv5j777yrl5u0w,2365651028,
bcna1l0uyf6ljnmdaw4ngqnpfgtrg4t9ym0g4787q4t,2340000000,
bcna1jxpztalf3skjftyrlf3tpd3c94g2nqkapgaf0a,2339614110,
bcna1k75w2s26rekktazwp5l9ghv2ccp4mvtxulhhrg,2325020000,
bcna10drz4849x4me7v6gpmrdlhj9jh5kwpuxvg47pp,2300000000,
bcna1tdc350ylkjfvqk4mjs6rqqksgl2wfghznuqajs,2299246804,
bcna1gcj6dduz4nde39xc28v3ftrwujxje3naww8ufp,2294000000,
bcna1eqz3ucr5z73gjqn5hs3xadr4x7v5t6ju8fhmrf,2292270136,
bcna1evg82l9sz8qwpn7dqu22cjt2x39x445l38aca6,2268863654,
bcna1jm8hhl2jtahpmhg87326667d7rmjk0jvup2xvl,2268623084,
bcna103rqha0kps4kl9wr0lzqcjahfp3p6d5uzxj92p,2235000000,
bcna1caat3axy9qx67sjrajg0ty5upr9s2txahh7d2r,2232097132,
bcna1nwjyemfjvcm7ys6cm8jx4r3jjx427mglgjjwmf,2222703346,
bcna1encudlcp6agwv8hhzvq8wgu2xsgnqdrvhn3t4u,2215216627,
bcna1c2kastskaeghxcyf4h72kvk7fx788pxecx5jrt,2204000000,
bcna16kctxuen3x2avvjj2mdwsl6g8n7d4vjk2g9g6f,2190000000,
bcna1x0wkrsrejq7lqs3swdetrkcfep6302u7tfjx0p,2178477849,
bcna1csl7spj8su669xzc3v8fjdc8cxrhvzpfyl74eh,2171000000,
bcna1hd5l99qtd8dmrar0ukcyj8majr46cygu9lfhp5,2165861763,
bcna1rsj4n8sj7lqu0cgfnghk9j2fa4hrurc5f3765s,2160000000,
bcna1teahrr0afjxx4lqsxqv75z5fhrrpwxntt0m5md,2159309849,
bcna1gxykma6ksejsy8eczmxhgn8ka7mtwav4tc0tse,2153234082,
bcna1wucgkygp9aq7vaykkcsxyt6cgpt6extv8ggr3v,2150407526,
bcna1370fn26kj4r7780clfsuqxg5xrw2jf66t6tur4,2150000000,
bcna15xmzllhpw7xwf7rzj277n5ejn6pjgpzwtnsqmq,2147000000,
bcna1jmzpjp9tya464d50srv8a5lyqcd7yhds7qe4kx,2137422111,
bcna1tekzuv8vm9t249jynv2rp84y0wtfrnux7kf4gt,2118507538,
bcna1ktvnuysk4lz0westx7wg9q6rggz8e59znt5za0,2103929072,
bcna1j5z473jelsax74ht74vxfng2jhc0hvrkyqf9cs,2060000000,
bcna1894q75q4xxy43flhezuwlljgc0amjk0yz0vry6,2049910000,
bcna1tqvqdqhmr7sx6087yhfvfkrq3e8c907e47lwn4,2040000000,
bcna1z860jr63xxn3ljkyn4dez2r0fx340ezjh7u6gv,2030000000,
bcna1e7ra39kd43wsr9j7stt3jkyexp53z5tzwal8lz,2020063442,
bcna1w8j57u5wzdnk97ycd5ts0takdgvdkfsc5t55fh,2020000000,
bcna1jmjjga3j2qymr2v75x3p92wwmv0x6ch6gdhm0p,2010050251,
bcna1dr9z3fmhrpuvnmlsqlxyt3nqnyucl0g62xzmmr,2007575554,
bcna13uup3md785lsd74aws4hx2et052mferw4ce4rt,2003502315,
bcna13uup3md785lsd74aws4hx2et052mferw4ce4rt,2003502315,
bcna12gccrd7h7ptgl7c72k293rwgk6ffx56cejkcpn,2000000000,
bcna10vzyh5pj03l6tu0k03u0qqyqxwgz9gkew78kn8,2000000000,
bcna10vzyh5pj03l6tu0k03u0qqyqxwgz9gkew78kn8,2000000000,
bcna17vms8779tm2eaclshj3j3a3js76fual6ye4j5t,2000000000,
bcna1ed873quhcqg5gtzgqgvkjgpj8qmcmuc5wfmrcn,1980000000,
bcna1cwgap5xlf5k3u4fxn766h8wdksjpr809jr5a74,1975000000,
bcna197t7sfkavh7ep3jfqq8wp8hrkpw6st9st3p7d6,1973000000,
bcna184nh97e32hu6625kfyyp2zdzdlf69sxe5g0gl6,1959469878,
bcna1fa5dwdpa60tm26jaftszn54xz6cygt9tucp232,1954082325,
bcna14wv264ngauxx9v5kyrc33yd6q3ek2jvdwff8uy,1950885371,
bcna14wv264ngauxx9v5kyrc33yd6q3ek2jvdwff8uy,1950885371,
bcna1n7atxsktnn0urm5ejdwm493exruhrsl9hreznn,1906500000,
bcna1v3tll8u5qzyc2fg7dp37zha09yqenc9tlflwg9,1897000000,
bcna19aazmkggrjrqpcrgt8g9fg86f8saunckzhj5wa,1892955048,
bcna1sfc34ujkys84eeqmegm7lle955y3edyt6ywf9j,1869974850,
bcna1zm79pz6s5tvf4dsxv2vg45hnee8hynsvjuc7ag,1855864464,
bcna1ffxpzvmkh8nhl6v67wgpkm5zqs2p3d752g9p6d,1850000000,
bcna1ru8hj9wx75zj75pvshuzpteu6sdjanu3ng58rv,1839900000,
bcna194h336s0ulywq58amuqeqdlg2tpjwnyamwmt60,1828000000,
bcna1u0dcehf26ryfdvm2wkranwdgh70v55k7z6ad66,1814000000,
bcna1vdqlc2xqd87vg4l7jq4ca9vwe4890slqp5kh6p,1804534693,
bcna1yfqswayzce28rzqrw9z6gctv4nzwwktsntpn6d,1791502383,
bcna1pe4d7vk3jv562gjm2a5s45vuj0tn6nhc8jh56w,1787000000,
bcna1gykeg20lkk3p9dlz07t8l0hy2agyxzexm3xwx8,1785000000,
bcna1a86h502rpxlns52z987wj337zvyenjsz6u39qf,1784998662,
bcna15nv5j3z4ap8ekv86m5cg8kafsuvcxlufxduqzc,1779000000,
